,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SECTOR,CARRERA,MODO,AREATEMA,MATERIA,NOMBRE CORTO,FECHA,URL,CÁTEDRA,Docente,Hora,Tipo Examen,Control a cargo de:,Observaciones,Material Permitido,Observaciones
3,16,7,46,70,FZAS Y Dº FCIER,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=299,A,SEBASTIAN PARMENION ESPECHE,18:00,ESCRITO EN SEDE,Silvana,,NO BIBLIOGRAFÍA,
3,16,7,60,4490,Dº FINANCIERO Y TRIB,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=42,B,SILVIA GRACIELA DEL VALLE NALLIN,18:00,ESCRITO EN SEDE,Silvana,Listo ,NO BIBLIOGRAFÍA,
3,16,7,46,70,FZAS Y Dº FCIER,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=42,B,SILVIA GRACIELA DEL VALLE NALLIN,18:00,ESCRITO EN SEDE,Silvana,,NO BIBLIOGRAFÍA,
3,16,7,60,4360,Dº EMPRESARIAL,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=52,B,MIGUEL OMAR FERNANDEZ,17:00,ORAL VIRTUAL,Silvana,17:00 Hs. ,NO BIBLIOGRAFÍA,"Examen virtual domiciliario, asegurar funcionamieto de cámara y micrófono, caso contrario no se evaluará."
3,16,7,60,4390,Dº ADMINISTRATIVO,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=6,A,JULIO PABLO COMADIRA,14:00,ESCRITO EN SEDE,Silvana,Listo,NO BIBLIOGRAFÍA,
3,16,7,60,910,D°ADMINISTRATIVO,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=6,A,JULIO PABLO COMADIRA,14:00,ESCRITO EN SEDE,Silvana,,NO BIBLIOGRAFÍA,
3,16,7,60,910,D°ADMINISTRATIVO,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=67,B,JOSE GABRIEL CHIBAN,14:00,ESCRITO EN SEDE,Silvana,Listo,NO BIBLIOGRAFÍA,
3,16,7,60,4390,Dº ADMINISTRATIVO,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=67,B,JOSE GABRIEL CHIBAN,14:00,ESCRITO EN SEDE,Silvana,,NO BIBLIOGRAFÍA,
3,16,7,60,4360,Dº EMPRESARIAL,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=8,A,SUSANA GRACIELA JUNQUEIRA,18:00,ESCRITO EN SEDE,Silvana,Listo,NO BIBLIOGRAFÍA,
3,17,7,20,200,SOC.GRAL. Y ARGENT.,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=20,-,ROBERTO EDUARDO CAMARDELLI CARRASCO,16:00,oral ,Andrea,COLLABORATE - CERTIFICADO OK,,
3,17,7,5,10,FILOSOFIA I,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=250,-,ROBERTO CARLOS OCHOA,14:00,escrito en sede,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK- escala ok,,
3,17,7,4,210,GEOPOLITICA,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=251,-,LUCAS GERMAN MORALES,16:00,escrito en sede,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK,,
3,17,7,60,650,Dº CONSTITUC.,7/2/2024,https://ciencias-juridicas.campusvirtual.ucasal.edu.ar/course/view.php?id=266,-,JESUS RODOLFO BERTRES,14:00,escrito en sede,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK,,
2,30,7,35,695,TECN.INFORM.Y COM.II,7/2/2024,https://economia-administracion.campusvirtual.ucasal.edu.ar/course/view.php?id=1164,-,ANA MARIA MENESES,18:00,Oral,,oral s/a,,
2,30,7,50,2210,ADM.RR.PP.,7/2/2024,https://economia-administracion.campusvirtual.ucasal.edu.ar/course/view.php?id=1816,-,CAROLINA ANDREA CARBONE,16:00,ORAL,,oral,,
2,30,7,95,470,RELAC.INTERNAC.,7/2/2024,https://economia-administracion.campusvirtual.ucasal.edu.ar/course/view.php?id=1999,-,VICTOR FABIO TOLEDO,16:00,Escrito en sede,DDDI,Examen sin papel,,
2,30,7,5,0,FILOSOFIA,7/2/2024,https://economia-administracion.campusvirtual.ucasal.edu.ar/course/view.php?id=2286,-,JESUS SEBASTIAN NUÑEZ,14:00,Escrito en sede,DDDI,Examen sin papel,,
2,30,7,5,0,FILOSOFIA,7/2/2024,https://economia-administracion.campusvirtual.ucasal.edu.ar/course/view.php?id=870,-,JESUS SEBASTIAN NUÑEZ,14:00,Escrito en sede,DDDI,Examen sin papel,,
4,58,7,25,1250,CÁLC.DIF.E INTRG. I,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=528,-,MAURO EFRAIN VACA,14:00,ESCRITO EN SEDE,Julieta,"Permisos,  configuración y certificado OK. ",,Promocional - Calculadora
4,58,7,25,1255,CÁLC.DIF.E INTEG. II,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=596,-,MAURO EFRAIN VACA,16:00,ESCRITO EN SEDE,Julieta,"Permiso, configuración y certificado OK.",Promocional - Calculadora,
4,58,7,47,620,PROB.Y ESTAD.CIENTÍF,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=647,-,PABLO SEBASTIAN VARGAS,18:00,ESCRITO EN SEDE,Julieta,s/a hasta el momento,Promocional - Calculadora,
4,58,7,5,250,ETICA PROFESIONAL,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=648,-,NESTOR GERMAN GIMENEZ,16:00,,Julieta,"Permiso, configuración, escala y certificado OK. ",,
4,83,7,7,210,PSIC.LABORAL,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=177,-,MONICA ADRIANA ESTER CAMPOS,14:00,ESCRITO EN SEDE,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK- escala ok,,
4,83,7,80,130,SEG.INDUSTRIAL III,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=184,-,VICTOR HUGO ALFIERI,18:00,ESCRITO EN SEDE,Andrea,CUESTIONARIO ADJUNTO- PERMISO Y CERTIF. OK-escalas ok,,
4,83,7,9,100,MET. DE LA INVEST.,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=189,-,MARIA SOLEDAD CELIOPE,18:00,ESCRITO EN SEDE,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK,Suben un Trabajo los Promocionados,
4,83,7,60,60,Dº LABORAL,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=197,-,GUSTAVO DANIEL SRUR GANDUR,16:00,ESCRITO EN SEDE,Andrea,CUESTIONARIO-PERMISO Y CERTIFICADO OK,,
4,83,7,7,210,PSIC.LABORAL,7/2/2024,https://ingenieria.campusvirtual.ucasal.edu.ar/course/view.php?id=584,-,MONICA ADRIANA ESTER CAMPOS,14:00,,Andrea,NO HABILITADA,,
